,Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimzation,Two-Qubit Gate Depth After Optimzation,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
145,bqskit_dtc_36_7.1149_71149,bqskit_dtc_36_7.1149_71149_1e-08_ScanPartitioner3_LEAP,36,4.503079414367676,35,70,2,4,107,321,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.944444444444445,24.944444444444443,1.9444444444444442,4.388888888888889,,False,BQSkit
146,bqskit_dtc_36_7.1149_71149,bqskit_dtc_36_7.1149_71149_OptimizationLevel3,36,0.039785861968994,35,70,2,4,107,320,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
147,bqskit_dtc_19_9.2846_92846,bqskit_dtc_19_9.2846_92846_1e-08_ScanPartitioner3_QSearch,19,3.608834743499756,18,36,2,4,56,168,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.222222222222222,23.0,2.0,4.0,,False,BQSkit
148,bqskit_dtc_19_9.2846_92846,bqskit_dtc_19_9.2846_92846_1e-08_ScanPartitioner3_LEAP,19,3.288582801818847,18,36,2,4,56,168,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.222222222222222,24.11111111111111,2.0,4.222222222222222,,False,BQSkit
149,bqskit_dtc_19_9.2846_92846,bqskit_dtc_19_9.2846_92846_OptimizationLevel3,19,0.024529218673706003,18,36,2,4,56,167,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
150,bqskit_dtc_19_5.7532_57532,bqskit_dtc_19_5.7532_57532_1e-08_ScanPartitioner3_QSearch,19,3.712167024612426,18,36,2,4,56,168,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.222222222222222,23.0,2.0,4.0,,False,BQSkit
151,bqskit_dtc_19_5.7532_57532,bqskit_dtc_19_5.7532_57532_1e-08_ScanPartitioner3_LEAP,19,3.847690105438232,18,36,2,4,56,168,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.222222222222222,23.555555555555557,2.0,4.111111111111111,,False,BQSkit
152,bqskit_dtc_19_5.7532_57532,bqskit_dtc_19_5.7532_57532_OptimizationLevel3,19,0.023471355438232002,18,36,2,4,56,167,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
153,bqskit_dtc_13_7.2314_72314,bqskit_dtc_13_7.2314_72314_1e-08_ScanPartitioner3_QSearch,13,3.518402338027954,12,24,2,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.333333333333333,23.0,2.0,4.0,,False,BQSkit
154,bqskit_dtc_13_7.2314_72314,bqskit_dtc_13_7.2314_72314_1e-08_ScanPartitioner3_LEAP,13,3.659202098846435,12,24,2,4,38,114,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.333333333333333,24.666666666666668,2.0,4.333333333333333,,False,BQSkit
